Date,Box Number,Session Number,Piece Number,Seat,Watts,Catch Angle,Finish Angle,Catch Slip,Finish Slip,Length,Effective Length,Rate,Speed,Average Watts,Variance Watts,Average Effective Length,Wind Direction,Wind Speed (mph),Tide,Normalized Speed
2023-03-18,5253,425,2,4,325,-54.1,30.2,6.0,16.2,84.3,62.1,35.5,4.93,317.375,189.982142857143,68.0,headwind,10,with,5.706405
2023-03-18,5253,425,2,5,319,-57.0,27.6,3.4,11.5,84.6,69.7,35.5,4.93,317.375,189.982142857143,68.0,headwind,10,with,5.682812
2023-03-18,5253,425,2,6,310,-54.6,31.6,6.2,9.2,86.2,70.8,35.5,4.93,317.375,189.982142857143,68.0,headwind,10,with,5.62514
2023-03-18,5253,425,2,7,334,-54.0,32.1,9.0,9.8,86.1,67.3,35.5,4.93,317.375,189.982142857143,68.0,headwind,10,with,5.790444
2023-03-18,5253,425,2,8,319,-53.9,28.8,5.7,4.6,82.7,72.4,35.5,4.93,317.375,189.982142857143,68.0,headwind,10,with,5.6821575
2023-03-18,5253,425,1,1,324,-50.9,29.3,1.5,8.5,80.2,70.2,36.3,5.74,337.375,125.410714285714,69.35,tailwind,10,against,5.6490107
2023-03-18,5253,425,1,2,338,-45.8,32.0,3.7,7.2,77.8,66.9,36.3,5.74,337.375,125.410714285714,69.35,tailwind,10,against,5.6376996
2023-03-18,5253,425,1,3,354,-53.3,31.4,5.2,8.6,84.7,70.9,36.3,5.74,337.375,125.410714285714,69.35,tailwind,10,against,5.6505237
2023-03-18,5253,425,1,4,340,-53.6,30.7,5.5,15.8,84.3,63.0,36.3,5.74,337.375,125.410714285714,69.35,tailwind,10,against,5.6172566
2023-03-18,5253,425,1,5,334,-57.4,27.8,3.9,11.2,85.2,70.1,36.3,5.74,337.375,125.410714285714,69.35,tailwind,10,against,5.6467395
2023-03-18,5253,425,1,6,320,-54.7,31.0,5.9,8.0,85.7,71.8,36.3,5.74,337.375,125.410714285714,69.35,tailwind,10,against,5.6555305
2023-03-18,5253,425,1,7,344,-55.4,31.5,8.6,10.0,86.9,68.3,36.3,5.74,337.375,125.410714285714,69.35,tailwind,10,against,5.6425276
2023-03-18,5253,425,1,8,345,-54.5,28.7,4.8,4.8,83.2,73.6,36.3,5.74,337.375,125.410714285714,69.35,tailwind,10,against,5.637798
2023-03-18,5324,156,3,1,308,-58.3,27.0,1.3,11.1,85.3,72.9,37.2,5.82,344.0,933.714285714286,70.375,tailwind,10,against,5.6923046
2023-03-18,5324,156,3,2,349,-50.9,28.9,0.5,12.6,79.8,66.7,37.2,5.82,344.0,933.714285714286,70.375,tailwind,10,against,5.6749125
2023-03-18,5324,156,3,3,399,-55.8,29.9,4.4,7.1,85.7,74.2,37.2,5.82,344.0,933.714285714286,70.375,tailwind,10,against,5.752139
2023-03-18,5324,156,3,4,337,-51.3,29.6,2.0,10.9,80.9,68.0,37.2,5.82,344.0,933.714285714286,70.375,tailwind,10,against,5.6816926
2023-03-18,5324,156,3,5,356,-50.7,33.5,0.7,11.3,84.2,72.2,37.2,5.82,344.0,933.714285714286,70.375,tailwind,10,against,5.695758
2023-03-18,5324,156,3,6,356,-53.0,29.5,8.2,5.9,82.5,68.4,37.2,5.82,344.0,933.714285714286,70.375,tailwind,10,against,5.6916203
2023-03-18,5324,156,3,7,346,-54.8,29.8,2.2,11.0,84.6,71.4,37.2,5.82,344.0,933.714285714286,70.375,tailwind,10,against,5.6823297
2023-03-18,5324,156,3,8,301,-53.9,31.5,1.0,15.2,85.4,69.2,37.2,5.82,344.0,933.714285714286,70.375,tailwind,10,against,5.681962
2023-03-18,5253,425,3,1,287,-49.7,29.4,2.5,10.1,79.1,66.5,36.6,5.63,311.0,362.0,67.375,tailwind,10,against,5.61846
2023-03-18,5253,425,3,2,337,-44.0,32.2,3.5,6.9,76.2,65.8,36.6,5.63,311.0,362.0,67.375,tailwind,10,against,5.6189904
2023-03-18,5253,425,3,3,287,-52.3,30.7,6.5,9.4,83.0,67.1,36.6,5.63,311.0,362.0,67.375,tailwind,10,against,5.6055145
2023-03-18,5253,425,3,4,318,-53.3,30.0,5.6,16.3,83.3,61.4,36.6,5.63,311.0,362.0,67.375,tailwind,10,against,5.5987525
2023-03-18,5253,425,3,5,297,-56.7,27.0,3.9,11.6,83.7,68.2,36.6,5.63,311.0,362.0,67.375,tailwind,10,against,5.6446786
2023-03-18,5253,425,3,6,311,-53.9,31.2,5.8,8.0,85.1,71.3,36.6,5.63,311.0,362.0,67.375,tailwind,10,against,5.5882607
2023-03-18,5253,425,3,7,321,-54.5,31.3,8.9,10.6,85.8,66.3,36.6,5.63,311.0,362.0,67.375,tailwind,10,against,5.620539
2023-03-18,5253,425,3,8,330,-53.9,28.1,5.1,4.5,82.0,72.4,36.6,5.63,311.0,362.0,67.375,tailwind,10,against,5.6137857
2023-03-18,5324,156,2,1,302,-58.6,26.9,1.6,11.2,85.5,72.7,35.3,5.04,338.625,1170.26785714286,70.525,headwind,10,with,5.67459
2023-03-18,5324,156,2,2,334,-51.2,29.3,1.8,12.5,80.5,66.2,35.3,5.04,338.625,1170.26785714286,70.525,headwind,10,with,5.8306565
2023-03-18,5324,156,2,3,393,-55.4,29.8,5.5,7.1,85.2,72.6,35.3,5.04,338.625,1170.26785714286,70.525,headwind,10,with,5.846456
2023-03-18,5324,156,2,4,362,-52.8,29.9,3.4,10.0,82.7,69.3,35.3,5.04,338.625,1170.26785714286,70.525,headwind,10,with,5.8256454
2023-03-18,5324,156,2,5,352,-51.6,33.7,1.7,10.5,85.3,73.1,35.3,5.04,338.625,1170.26785714286,70.525,headwind,10,with,5.804313
2023-03-18,5324,156,2,6,352,-52.8,32.3,4.4,8.4,85.1,72.3,35.3,5.04,338.625,1170.26785714286,70.525,headwind,10,with,5.81207
2023-03-18,5324,156,2,7,329,-55.7,29.7,4.6,10.6,85.4,70.2,35.3,5.04,338.625,1170.26785714286,70.525,headwind,10,with,5.756359
2023-03-18,5324,156,2,8,285,-54.6,32.3,2.8,16.3,86.9,67.8,35.3,5.04,338.625,1170.26785714286,70.525,headwind,10,with,5.672068
2023-03-18,5324,156,1,1,323,-59.0,27.3,1.2,11.1,86.3,74.0,36.5,5.91,368.75,1043.92857142857,72.75,tailwind,10,against,5.8132343
2023-03-18,5324,156,1,2,359,-51.4,29.1,0.7,12.6,80.5,67.2,36.5,5.91,368.75,1043.92857142857,72.75,tailwind,10,against,5.757194
2023-03-18,5324,156,1,3,407,-55.6,30.1,4.0,7.0,85.7,74.7,36.5,5.91,368.75,1043.92857142857,72.75,tailwind,10,against,5.8385344
2023-03-18,5324,156,1,4,376,-52.1,30.0,1.6,9.4,82.1,71.1,36.5,5.91,368.75,1043.92857142857,72.75,tailwind,10,against,5.810277
2023-03-18,5324,156,1,5,402,-52.7,33.8,0.4,9.5,86.5,76.6,36.5,5.91,368.75,1043.92857142857,72.75,tailwind,10,against,5.841124
2023-03-18,5324,156,1,6,391,-54.4,32.4,3.6,8.1,86.8,75.1,36.5,5.91,368.75,1043.92857142857,72.75,tailwind,10,against,5.8350077
2023-03-18,5324,156,1,7,368,-56.9,29.5,2.4,9.7,86.4,74.3,36.5,5.91,368.75,1043.92857142857,72.75,tailwind,10,against,5.784814
2023-03-18,5324,156,1,8,324,-54.6,32.4,1.7,16.3,87.0,69.0,36.5,5.91,368.75,1043.92857142857,72.75,tailwind,10,against,5.7829604
2023-03-18,5325,150,2,1,324,-54.9,30.7,7.1,7.1,85.6,71.4,33.9,5.03,344.0,358.571428571429,72.95,headwind,10,with,5.5885754
2023-03-18,5325,150,2,2,352,-54.4,31.0,9.0,6.8,85.4,69.6,33.9,5.03,344.0,358.571428571429,72.95,headwind,10,with,5.6395235
2023-03-18,5325,150,2,3,342,-55.8,32.4,4.9,10.4,88.2,72.9,33.9,5.03,344.0,358.571428571429,72.95,headwind,10,with,5.6139874
2023-03-18,5325,150,2,4,361,-58.0,31.6,5.0,6.6,89.6,78.0,33.9,5.03,344.0,358.571428571429,72.95,headwind,10,with,5.62673
2023-03-18,5325,150,2,5,333,-55.6,29.0,7.6,8.3,84.6,68.7,33.9,5.03,344.0,358.571428571429,72.95,headwind,10,with,5.5717936
2023-03-18,5325,150,2,6,372,-54.5,32.7,5.6,7.4,87.2,74.2,33.9,5.03,344.0,358.571428571429,72.95,headwind,10,with,5.5967736
2023-03-18,5325,150,2,7,316,-56.0,33.1,5.9,8.6,89.1,74.6,33.9,5.03,344.0,358.571428571429,72.95,headwind,10,with,5.518406
2023-03-18,5325,150,2,8,352,-56.9,30.5,4.2,9.0,87.4,74.2,33.9,5.03,344.0,358.571428571429,72.95,headwind,10,with,5.604769
2023-03-18,5325,150,3,1,341,-56.5,31.1,6.0,6.8,87.6,74.8,35.7,5.88,359.25,563.357142857142,74.175,tailwind,10,against,5.811364
2023-03-18,5325,150,3,2,346,-54.5,31.9,5.9,8.4,86.4,72.1,35.7,5.88,359.25,563.357142857142,74.175,tailwind,10,against,5.795456
2023-03-18,5325,150,3,3,353,-56.4,31.3,2.0,10.8,87.7,74.9,35.7,5.88,359.25,563.357142857142,74.175,tailwind,10,against,5.8138995
2023-03-18,5325,150,3,4,374,-57.3,31.7,5.1,7.0,89.0,76.9,35.7,5.88,359.25,563.357142857142,74.175,tailwind,10,against,5.8180084
2023-03-18,5325,150,3,5,345,-55.9,28.3,6.1,8.4,84.2,69.7,35.7,5.88,359.25,563.357142857142,74.175,tailwind,10,against,5.8075404
2023-03-18,5325,150,3,6,388,-53.9,32.4,5.5,7.4,86.3,73.4,35.7,5.88,359.25,563.357142857142,74.175,tailwind,10,against,5.8220005
2023-03-18,5325,150,3,7,331,-56.4,32.8,5.4,8.4,89.2,75.4,35.7,5.88,359.25,563.357142857142,74.175,tailwind,10,against,5.8097215
2023-03-18,5325,150,3,8,396,-56.8,29.9,2.7,7.8,86.7,76.2,35.7,5.88,359.25,563.357142857142,74.175,tailwind,10,against,5.820131
2023-03-18,5325,150,1,1,363,-56.8,31.1,5.9,6.8,87.9,75.2,34.9,5.91,374.0,266.285714285714,75.3875,tailwind,10,against,5.819136
2023-03-18,5325,150,1,2,386,-54.6,30.9,8.1,5.8,85.5,71.6,34.9,5.91,374.0,266.285714285714,75.3875,tailwind,10,against,5.8166347
2023-03-18,5325,150,1,3,387,-57.5,32.4,2.1,9.7,89.9,78.1,34.9,5.91,374.0,266.285714285714,75.3875,tailwind,10,against,5.8512053
2023-03-18,5325,150,1,4,382,-58.4,31.6,5.1,6.7,90.0,78.2,34.9,5.91,374.0,266.285714285714,75.3875,tailwind,10,against,5.8512053
2023-03-18,5325,150,1,5,365,-56.8,29.2,6.2,8.2,86.0,71.6,34.9,5.91,374.0,266.285714285714,75.3875,tailwind,10,against,5.8045664
2023-03-18,5325,150,1,6,392,-54.6,32.8,5.3,7.3,87.4,74.8,34.9,5.91,374.0,266.285714285714,75.3875,tailwind,10,against,5.8229523
2023-03-18,5325,150,1,7,343,-56.8,33.1,3.7,7.8,89.9,78.4,34.9,5.91,374.0,266.285714285714,75.3875,tailwind,10,against,5.8582478
2023-03-18,5325,150,1,8,374,-57.0,29.7,3.5,8.0,86.7,75.2,34.9,5.91,374.0,266.285714285714,75.3875,tailwind,10,against,5.8532596
2023-03-22,5325,155,1,1,322,-57.4,30.3,0.8,12.5,87.7,74.4,35.6,5.76,377.375,816.839285714286,74.7,tailwind,6,against,5.84157
2023-03-22,5325,155,1,2,404,-55.9,31.7,2.9,7.9,87.6,76.8,35.6,5.76,377.375,816.839285714286,74.7,tailwind,6,against,5.878397
2023-03-22,5325,155,1,3,384,-57.3,30.7,1.0,9.7,88.0,77.3,35.6,5.76,377.375,816.839285714286,74.7,tailwind,6,against,5.8691254
2023-03-22,5325,155,1,4,381,-56.7,29.8,5.4,7.0,86.5,74.1,35.6,5.76,377.375,816.839285714286,74.7,tailwind,6,against,5.884983
2023-03-22,5325,155,1,5,364,-57.0,28.8,6.6,7.9,85.8,71.3,35.6,5.76,377.375,816.839285714286,74.7,tailwind,6,against,5.878186
2023-03-22,5325,155,1,6,370,-56.8,33.1,6.0,7.2,89.9,76.7,35.6,5.76,377.375,816.839285714286,74.7,tailwind,6,against,5.8679776
2023-03-22,5325,155,1,7,376,-56.6,32.0,4.7,12.4,88.6,71.5,35.6,5.76,377.375,816.839285714286,74.7,tailwind,6,against,5.889835
2023-03-22,5325,155,1,8,418,-57.4,28.8,3.6,7.1,86.2,75.5,35.6,5.76,377.375,816.839285714286,74.7,tailwind,6,against,5.8735347
2023-03-22,5325,155,2,1,297,-56.8,30.1,2.4,13.7,86.9,70.8,34.8,5.29,356.0,937.428571428571,72.5125,headwind,6,with,5.6415424
2023-03-22,5325,155,2,2,344,-51.8,32.0,5.3,8.4,83.8,70.1,34.8,5.29,356.0,937.428571428571,72.5125,headwind,6,with,5.6376805
2023-03-22,5325,155,2,3,374,-55.1,31.0,0.8,9.7,86.1,75.6,34.8,5.29,356.0,937.428571428571,72.5125,headwind,6,with,5.6908517
2023-03-22,5325,155,2,4,371,-55.9,29.8,6.2,6.7,85.7,72.8,34.8,5.29,356.0,937.428571428571,72.5125,headwind,6,with,5.655187
2023-03-22,5325,155,2,5,352,-55.6,29.0,7.2,8.0,84.6,69.4,34.8,5.29,356.0,937.428571428571,72.5125,headwind,6,with,5.6756115
2023-03-22,5325,155,2,6,358,-55.7,33.1,5.5,7.1,88.8,76.2,34.8,5.29,356.0,937.428571428571,72.5125,headwind,6,with,5.6820097
2023-03-22,5325,155,2,7,348,-55.6,31.7,5.0,12.6,87.3,69.7,34.8,5.29,356.0,937.428571428571,72.5125,headwind,6,with,5.643822
2023-03-22,5325,155,2,8,404,-56.9,29.2,3.4,7.2,86.1,75.5,34.8,5.29,356.0,937.428571428571,72.5125,headwind,6,with,5.6951475
2023-03-22,5325,155,3,1,280,-56.6,30.0,2.2,14.2,86.6,70.2,34.9,5.53,338.75,777.071428571428,72.8125,tailwind,6,against,5.6866264
2023-03-22,5325,155,3,2,333,-54.9,31.6,5.2,9.5,86.5,71.8,34.9,5.53,338.75,777.071428571428,72.8125,tailwind,6,against,5.742357
2023-03-22,5325,155,3,3,333,-56.3,30.6,3.2,9.8,86.9,73.9,34.9,5.53,338.75,777.071428571428,72.8125,tailwind,6,against,5.7081547
2023-03-22,5325,155,3,4,366,-57.0,29.8,5.3,6.9,86.8,74.6,34.9,5.53,338.75,777.071428571428,72.8125,tailwind,6,against,5.703351
2023-03-22,5325,155,3,5,341,-56.0,30.3,3.8,10.9,86.3,71.6,34.9,5.53,338.75,777.071428571428,72.8125,tailwind,6,against,5.744222
2023-03-22,5325,155,3,6,350,-57.2,32.9,6.3,6.9,90.1,76.9,34.9,5.53,338.75,777.071428571428,72.8125,tailwind,6,against,5.726106
2023-03-22,5325,155,3,7,336,-56.3,31.0,5.3,12.9,87.3,69.1,34.9,5.53,338.75,777.071428571428,72.8125,tailwind,6,against,5.7142878
2023-03-22,5325,155,3,8,371,-57.4,29.4,4.3,8.1,86.8,74.4,34.9,5.53,338.75,777.071428571428,72.8125,tailwind,6,against,5.6851974
2023-03-22,5239,734,1,1,294,-58.6,27.2,6.0,7.9,85.8,71.9,32.8,5.29,309.5,678.857142857144,74.5125,tailwind,6,against,5.535984
2023-03-22,5239,734,1,2,324,-58.7,27.2,0.7,8.5,85.9,76.7,32.8,5.29,309.5,678.857142857144,74.5125,tailwind,6,against,5.4780345
2023-03-22,5239,734,1,3,346,-61.8,26.6,2.6,9.6,88.4,76.2,32.8,5.29,309.5,678.857142857144,74.5125,tailwind,6,against,5.455268
2023-03-22,5239,734,1,4,341,-52.4,32.2,5.4,8.4,84.6,70.8,32.8,5.29,309.5,678.857142857144,74.5125,tailwind,6,against,5.450462
2023-03-22,5239,734,1,5,283,-55.3,32.0,3.0,9.0,87.3,75.3,32.8,5.29,309.5,678.857142857144,74.5125,tailwind,6,against,5.4878354
2023-03-22,5239,734,1,6,274,-59.7,29.4,5.3,8.5,89.1,75.3,32.8,5.29,309.5,678.857142857144,74.5125,tailwind,6,against,5.465481
2023-03-22,5239,734,1,7,306,-56.0,31.5,4.9,11.7,87.5,70.9,32.8,5.29,309.5,678.857142857144,74.5125,tailwind,6,against,5.4714937
2023-03-22,5239,734,1,8,308,-58.7,31.7,3.8,7.6,90.4,79.0,32.8,5.29,309.5,678.857142857144,74.5125,tailwind,6,against,5.488007
2023-03-22,5239,734,2,1,285,-58.1,27.3,6.2,8.6,85.4,70.6,33.3,4.92,297.375,328.839285714286,71.85,headwind,6,with,5.391058
2023-03-22,5239,734,2,2,306,-58.1,26.4,1.0,9.5,84.5,74.0,33.3,4.92,297.375,328.839285714286,71.85,headwind,6,with,5.2983274
2023-03-22,5239,734,2,3,319,-60.5,27.5,2.5,11.3,88.0,74.2,33.3,4.92,297.375,328.839285714286,71.85,headwind,6,with,5.334715
2023-03-22,5239,734,2,4,320,-49.8,32.6,6.0,9.3,82.4,67.1,33.3,4.92,297.375,328.839285714286,71.85,headwind,6,with,5.3185415
2023-03-22,5239,734,2,5,283,-54.6,32.6,4.5,10.2,87.2,72.5,33.3,4.92,297.375,328.839285714286,71.85,headwind,6,with,5.432195
2023-03-22,5239,734,2,6,274,-58.0,29.3,5.7,9.4,87.3,72.2,33.3,4.92,297.375,328.839285714286,71.85,headwind,6,with,5.3795795
2023-03-22,5239,734,2,7,309,-54.4,30.9,3.7,11.3,85.3,70.3,33.3,4.92,297.375,328.839285714286,71.85,headwind,6,with,5.3131127
2023-03-22,5239,734,2,8,283,-56.4,31.5,5.2,8.8,87.9,73.9,33.3,4.92,297.375,328.839285714286,71.85,headwind,6,with,5.4265428
2023-03-22,5239,734,3,1,257,-58.1,27.2,6.7,8.3,85.3,70.3,33.2,5.24,286.0,520.571428571429,72.025,tailwind,6,against,5.312572
2023-03-22,5239,734,3,2,302,-58.2,26.6,0.9,9.2,84.8,74.7,33.2,5.24,286.0,520.571428571429,72.025,tailwind,6,against,5.364145
2023-03-22,5239,734,3,3,311,-60.4,26.1,2.7,10.8,86.5,73.0,33.2,5.24,286.0,520.571428571429,72.025,tailwind,6,against,5.2767115
2023-03-22,5239,734,3,4,313,-52.0,32.0,6.7,9.6,84.0,67.7,33.2,5.24,286.0,520.571428571429,72.025,tailwind,6,against,5.325186
2023-03-22,5239,734,3,5,263,-55.3,32.2,3.8,10.9,87.5,72.8,33.2,5.24,286.0,520.571428571429,72.025,tailwind,6,against,5.3245564
2023-03-22,5239,734,3,6,264,-59.4,29.3,5.9,9.3,88.7,73.5,33.2,5.24,286.0,520.571428571429,72.025,tailwind,6,against,5.315467
2023-03-22,5239,734,3,7,298,-56.2,30.9,5.6,12.0,87.1,69.5,33.2,5.24,286.0,520.571428571429,72.025,tailwind,6,against,5.387808
2023-03-22,5239,734,3,8,280,-57.4,31.6,4.8,9.5,89.0,74.7,33.2,5.24,286.0,520.571428571429,72.025,tailwind,6,against,5.3445616
2023-03-22,5253,429,1,1,338,-52.1,29.1,1.5,8.7,81.2,71.0,35.8,5.58,332.625,136.267857142857,71.075,tailwind,6,against,5.6262383
2023-03-22,5253,429,1,2,343,-55.4,29.6,4.2,4.1,85.0,76.7,35.8,5.58,332.625,136.267857142857,71.075,tailwind,6,against,5.6232886
2023-03-22,5253,429,1,3,321,-56.0,30.0,5.0,8.2,86.0,72.8,35.8,5.58,332.625,136.267857142857,71.075,tailwind,6,against,5.600884
2023-03-22,5253,429,1,4,337,-54.9,30.6,6.1,17.1,85.5,62.3,35.8,5.58,332.625,136.267857142857,71.075,tailwind,6,against,5.548107
2023-03-22,5253,429,1,5,340,-55.1,31.7,3.4,11.4,86.8,72.0,35.8,5.58,332.625,136.267857142857,71.075,tailwind,6,against,5.6373906
2023-03-22,5253,429,1,6,317,-53.6,31.0,4.9,6.0,84.6,73.7,35.8,5.58,332.625,136.267857142857,71.075,tailwind,6,against,5.599352
2023-03-22,5253,429,1,7,346,-54.4,32.0,8.4,9.7,86.4,68.3,35.8,5.58,332.625,136.267857142857,71.075,tailwind,6,against,5.631604
2023-03-22,5253,429,1,8,319,-55.6,30.5,5.9,8.4,86.1,71.8,35.8,5.58,332.625,136.267857142857,71.075,tailwind,6,against,5.614868
2023-03-22,5253,429,2,1,293,-50.0,28.4,2.7,8.8,78.4,66.9,35.3,5.11,295.25,1506.5,67.5875,headwind,6,with,5.694251
2023-03-22,5253,429,2,2,328,-54.5,30.3,6.4,5.2,84.8,73.2,35.3,5.11,295.25,1506.5,67.5875,headwind,6,with,5.7023606
2023-03-22,5253,429,2,3,299,-53.8,29.3,6.8,8.3,83.1,68.0,35.3,5.11,295.25,1506.5,67.5875,headwind,6,with,5.6652584
2023-03-22,5253,429,2,4,204,-53.5,30.4,7.6,17.9,83.9,58.4,35.3,5.11,295.25,1506.5,67.5875,headwind,6,with,5.5830626
2023-03-22,5253,429,2,5,311,-53.9,31.6,4.3,12.8,85.5,68.4,35.3,5.11,295.25,1506.5,67.5875,headwind,6,with,5.6133137
2023-03-22,5253,429,2,6,305,-52.3,30.9,5.7,6.7,83.2,70.8,35.3,5.11,295.25,1506.5,67.5875,headwind,6,with,5.6088457
2023-03-22,5253,429,2,7,323,-52.6,31.7,8.9,9.6,84.3,65.8,35.3,5.11,295.25,1506.5,67.5875,headwind,6,with,5.733267
2023-03-22,5253,429,2,8,299,-53.5,30.9,5.9,9.3,84.4,69.2,35.3,5.11,295.25,1506.5,67.5875,headwind,6,with,5.6592097
2023-03-22,5253,429,3,1,315,-51.2,28.3,1.7,9.0,79.5,68.8,36.8,5.55,322.25,279.928571428571,69.3875,tailwind,6,against,5.6317043
2023-03-22,5253,429,3,2,329,-54.7,29.3,4.9,4.8,84.0,74.3,36.8,5.55,322.25,279.928571428571,69.3875,tailwind,6,against,5.6327972
